Season,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
14 Yrs,1040,,42.2,9.1,18.9,.485,,,,,,,,7.4,8.8,.838,1.0,3.0,7.5,9.5,1.1,0.1,,2.8,25.7
