Season,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
13 Yrs,787,780,34.5,9.0,17.3,.522,0.5,1.6,.296,8.5,15.7,.546,.536,5.6,7.0,.794,2.7,8.0,10.7,2.6,1.3,2.3,2.0,2.3,24.1
