Season,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
12 Yrs,859,794,32.9,8.8,15.9,.551,0.6,2.2,.284,8.1,13.7,.594,.570,5.8,8.3,.693,1.9,8.1,9.9,5.0,1.1,1.2,3.0,2.9,23.9
