Season,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
13 Yrs,906,763,36.7,6.9,13.2,.520,0.4,1.2,.303,6.5,12.0,.541,.533,5.5,6.5,.848,1.8,5.5,7.2,11.2,1.9,0.4,3.9,2.3,19.5
