Season,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
19 Yrs,1410,679,29.8,4.9,11.1,.444,1.6,4.3,.380,3.3,6.8,.484,.517,2.0,2.3,.845,0.4,2.0,2.3,3.8,1.1,0.2,1.7,1.8,13.4
