Season,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
14 Yrs,987,985,34.7,7.5,14.4,.518,0.0,0.1,.250,7.4,14.3,.520,.519,6.1,8.3,.736,3.1,7.5,10.6,2.5,1.4,3.0,2.4,2.9,21.1
