Season,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
20 Yrs,1354,1314,33.7,6.0,12.8,.470,1.4,3.7,.370,4.6,9.1,.510,.523,3.6,4.1,.871,0.6,3.8,4.4,9.2,2.0,0.2,2.3,2.4,17.0
