Season,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
14 Yrs,846,696,31.0,7.0,13.0,.537,0.0,0.2,.236,7.0,12.9,.540,.538,4.9,6.4,.761,2.4,5.4,7.8,1.2,0.8,1.2,2.3,3.2,18.9
