Season,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
19 Yrs,1231,784,32.1,4.1,8.8,.463,0.9,2.7,.330,3.2,6.2,.520,.512,2.3,3.2,.709,0.9,4.0,4.9,4.2,1.4,0.5,1.8,1.8,11.3
