Season,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
16 Yrs,1163,1062,34.5,6.3,12.9,.484,0.7,2.1,.331,5.6,10.9,.513,.510,2.0,2.5,.810,2.3,6.3,8.7,1.9,1.5,1.1,1.5,2.2,15.2
