Season,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
21 Yrs,1522,1460,33.8,7.3,15.6,.471,1.3,3.4,.380,6.0,12.2,.496,.512,4.8,5.4,.879,1.0,6.6,7.5,2.4,0.8,0.8,1.6,2.4,20.7
