Season,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
14 Yrs,972,908,31.4,7.3,14.7,.497,0.9,2.7,.348,6.4,12.1,.530,.529,1.6,2.1,.770,2.5,8.0,10.5,2.9,0.8,0.9,1.7,2.4,17.2
