Season,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
17 Yrs,1111,791,25.1,3.5,5.2,.674,0.0,0.0,.154,3.5,5.1,.675,.674,1.6,3.4,.475,2.9,6.8,9.7,0.9,0.5,1.4,1.3,2.4,8.5
