Season,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
16 Yrs,1026,1020,34.1,8.4,17.9,.471,4.0,9.3,.423,4.5,8.5,.524,.582,3.9,4.3,.911,0.7,4.0,4.7,6.4,1.5,0.3,3.1,2.3,24.7
